- 兄弟姐妹们 大家好 大家好
- This is 1984 Newspeak
- Yes, New Thought
- New Thought, New Thought
- 兄弟姐妹们 大家好
- 今天下午 今天7月4号下午
- 有我和小王子班农先生再次回到了GTV和大家直播
就像是CCP是在1949年给小男孩送来的
那是一个谎话
我认为这是一个谎话
我认为这是一个谎话
我认为这是一个谎话
我们都是朋友,我们是兄弟姐妹
班农先生离开白宫
曾经到香港
完全没有遇到他的好哥们
叫江Soulton
高盛的前世一后
我也认识
我认识很多年
跟他铁哥们
也曾经劝他把我前三个住
在清华有个叫桑吞斯学院
就这哥们的
贾庆林的孩子在家长大
跟王岐山称叫Brotherly Relationship
这是兄弟的关系
突然在香港
叫中信的专辑
把班农先生请到北京
跟王岐山见面
一见面王岐山过来了
哇
穿着这个西装还挺牛的
几十个人坐在那儿
才跟班农先生聊天
当时是常委啊
跟班农先生聊
一开始正儿八经的君子突然一扭
跟他们就跟个魔鬼啊
这什么的
你为什么要搞平民主义
你什么意思
你什么叫平民主义
大家你说
这个小子
王岐山觉得不是一般人
就是我能看得起的人不多
王岐山是我看得起的人
就是我们交流太多了
就是太多交流了
原来咱不能说实话
现在跟你说
他交流太多了
这是个魔鬼
他意识到班农先生平民主义
对共产党是致命的伤害
所以他离开拜登
他就让最可信的人桑吞斯用专辑迅速接到北京
然后叫几十个年轻人
这几十个人都是中纪委后来的所谓的共产党的后备干部
来讲平民主义
说这是共产党的威胁
想想那是什么时候
大家想想2017年
可怕极了
来 王岐山
他很聪明
他理解共产党对中国共产党的国民主义是有利的
王岐山是个真正的魔鬼
他看见了
然后他介绍你
给了你一百多名年轻人
应该是中共共产党的优先
然后他说这很重要
因为它显示了
王岐山真的理解共产党的国民主义
和中共共产党的国民主义是有利的
100%
整个
应该是一个短短的会议
这几个小时
他有一个问题
就是
告诉我关于共产党
我必须理解共产党
所以
不
这是他主动的
这就是为什么
这很吵扰你
